Title,Price,Link
T-Mobile/Metro Unlocked OnePlus Nord N200 5G  Blue,$109.99,https://www.ebay.com/itm/325401113438?hash=item4bc36af35e:g:~isAAOSwW2xiMhkJ&amdata=enc%3AAQAIAAAA4GXAYCduf2qDCO6G9L3neSY8UOpPMGB4MJgHagtRKXewwaIVrMm7of%2FgjwE6xZ1M7Dm1JlL01%2FzZcvk4UsunHrwuEavf0IGCB9VrNfmdc5HCVXDKgTKmI%2BLCfxaI97fHjt4vp01BnAsTcQNlNuD8q0F507QekxLHKQ5UVzf4j9S4e9QVQjaeGL0qkfGnpbE%2FpqY%2BaBAXHRJEc5QH5i0sOiiktFRD5IAKeyM9kK3S3KxjG3vD1L6JMelHqZh8GR87n67GjllgkbQCVVgv%2F7UMUypxI5dofHVXVNRqJVl9tDQo%7Ctkp%3ABFBM8PiRvY9i
New OnePlus Nord N200 5G 64GB - Blue Quantum (Single SIM) For Metro By T-Mobile,$74.99,https://www.ebay.com/itm/125929130182?hash=item1d51f608c6:g:nzsAAOSwiWNkWupw&amdata=enc%3AAQAIAAAA4AhS660WFFZYcDMOrdZBDQi7oKquuKTg%2FNnQV68HkkGkNODQ7xwgvB9mNDgj6p7Nfn2PMOaXW%2FRgLE6VlhuMwFYe1yEUO4ZIEv7uFEhYN3fb452f5X6e%2Bk5WntxhoFgkmlr%2FZbrsPqHvcNK87dAxQDUwnh8gUm4aCBD7eR07QyHkd%2Bj9I%2FmxEy5z1JQSQPg1A4n150A30iSuqMGeYH5qg%2FDiyiiNGY7NPKgPNNie7Sbsv67OgRDkFsB4HIj%2Flky%2F%2BHOw9RZ7fQ9wPvpQOIR61eq%2B4M%2BzDBsz66WUJkNRAfg0%7Ctkp%3ABFBM8PiRvY9i
OnePlus 9 5G LE2115 Unlocked Smartphone 8GB RAM+128G. Astral Black & Winter Mist,$299.99,https://www.ebay.com/itm/155286042414?hash=item2427c4f72e:g:6qQAAOSw1exjiQg9&amdata=enc%3AAQAIAAAA4GPcBsdaH8ioQT5D0eN4QUEfanue8m3cyyZPS5FHPC%2FdmM5p7GxTYXpd2Ao%2FtNFvwjk2K6jrTD66XviEc8l%2B%2FyaFfMwemMQr%2FP9edKVzd3M8j6gulF2rSnT9L8lUYCLAW3u0ZeOylOqPprS6%2FCB%2FjfDd8fJaBUxkIpcKTlHJG%2FPD8Pwdp6bnaJpUHUmj%2BsfHKvRoxF%2FcD2eeyvRj4IElXDmSi%2FwFKfp2k%2BsBRedjn%2FPu1DLnnQTYB2%2F%2FTx0kRdq9ljg1EmrdFveYnXBYv%2FAFHNIFdSnKdJRlESZ4NFFqmB2g%7Ctkp%3ABFBM8PiRvY9i
OnePlus 5T (A5010) 64GB Black (GSM Unlocked) Android Smartphone -Fair,$59.99,https://www.ebay.com/itm/175752346804?epid=21013641470&hash=item28eba7fcb4:g:oRIAAOSwGK1kd6VN&amdata=enc%3AAQAIAAAA4Er%2B2y4TRnnqmYazAAuv5drheikct0N%2BM7kGNYkAyzu4pyp0ojYU1j%2BEny1VOTIN0AvNQFygfKH0oy1NmvJfg%2B7fuh72MTSFKEAUUL1hNrWvyISVMjZiagFtRIOpudpo91xrHvdtukU5NDPkQVBg6VeJMbcYzaaITsUI7MySzTfyJ4z9x4ZNSBA6NC9bonMBCV%2BRrPo%2FhSemg9cs0K7zA%2BKEu4l5N%2B80M7vSfWDQGFQ687R8tXbnjrsHQmNTAlBAENUZVupsD%2Bz4AfXfqhplXxLESiMBMBdE7VNFfq086kpg%7Ctkp%3ABFBM8PiRvY9i
OnePlus 11 5G - 256GB - Eternal Green (Unlocked) (Dual SIM) PHB110,$525.00,https://www.ebay.com/itm/334884723018?epid=24058845244&hash=item4df8af594a:g:2TwAAOSwrwhkbYAC&amdata=enc%3AAQAIAAAA4EqNmad2yeANTxDGiiurL3oftB4eo8aa%2FuP5Q9ZAHkaxoqoXTN1OCdUVfPjMXIYmL%2Fk2uVn9pfgWacq36s03qfyo0mH8OY4W39n700qjApxqrSm%2BWTPHcBcrMpHI%2F09%2BI83VO0v3Oi%2Bu5h1gqWAw%2FH%2FFXS7EBU%2BwqNlBVkZJS1BIl7b1XatWWSe%2Bw%2BDieeXXCmGar7Yc%2FjU4m64KucEik7f%2FCqw7IEilofz3m25TYMThILDzBeV5E%2F%2BUuI6ASfR084lq3JIHmXD4e2ZsTjJhTLFw0mRQIaDm1l5wlPA%2F2HJm%7Ctkp%3ABk9SR_D4kb2PYg
"OnePlus Nord N200 5G 6.5"" FHD+, 64GB, Blue, Metro by T-Mobile Prepaid - SEALED",$74.15,https://www.ebay.com/itm/125918115882?hash=item1d514df82a:g:m7sAAOSwzT1kUta-&amdata=enc%3AAQAIAAAAwEoi6zN8xj3XwF5%2BofuwItPQdRegy3MPHgG99Rce%2FlSjm4slDuOQhyCpj9qPt9qanYfOjQBfLW5kl4VZA6nshtCyZH8%2Bz%2BLtviIwcLz2CFs8ogCvmnHfuyId0weYXtEn3yCcgp8L8I57Z7yjXER3CKf4V2FtAODj1ZabwaBCVKjErlFnGEMJMkkSsudJYLKNex71reSUtHzBHmYPqrP3xlJbLLVGOeLssKTpYlHFvWTbYRjV%2BxPBSdnqKd0DO30yYg%3D%3D%7Ctkp%3ABk9SR_D4kb2PYg
OnePlus 8T+5G - KB2007 - 256GB - Green - (T-Mobile Sprint Unlocked) - C Stock,$165.00,https://www.ebay.com/itm/175214785890?epid=18051386043&hash=item28cb9d7562:g:vbcAAOSw1pdi0X6d&amdata=enc%3AAQAIAAAAwHVLhL5%2F3TwR9ah5%2FM45ahfMAif4JiRFoSgt5boYG1d%2BJvKAXSNWjlhpPdfBl4OrlEAI6Rc3vqT6RpulsfXBg0kPRQKVGjQgtmiZqvU5J4iT4msrjoGPLUxYe97YqbhlNibMuOhFa2wmVsArPDQP%2BY%2BCMWjQM8TMMCNRf70P%2FaPoIfeL5OcE2U37HUpOu6BKgTJu7MPf81UjUJ25%2BHyp2EHs77tnL9A0Q4kmauJDGFAxapsS%2Fj0yxJCkgsVTNUec1A%3D%3D%7Ctkp%3ABk9SR_D4kb2PYg
OnePlus 7 Pro - 256GB - Blue - (T-Mobile ) - Very Good,$139.99,https://www.ebay.com/itm/195487694700?epid=10033864870&hash=item2d83f97f6c:g:c3sAAOSwOaJiC9IL&amdata=enc%3AAQAIAAAAwHgLNBh7iGSOFwDQLuRiZprGqgLBX2ATKmRljoxtCCmGDz0iSQmnc03Fis8wQi4ZmujuwMpwlblYR%2FBnzZHVObtcW7vqGaLqO%2BN32rrzjfu21f7iNXReXPZk0r6ATED52FutsV6zo9k3NcuX%2BYFJDo%2BiexJod0SvNvXa7nH41GphIQprvmLKj1zzePX67AywBNQImOhdWdeI%2BCtkC%2FkzgF%2BkYQM%2FURE7yww4ZU2YELhJ0AemGnvXKSBOq3ejlzQXkA%3D%3D%7Ctkp%3ABk9SR_D4kb2PYg
OnePlus 10T 5G - 128GB - Jade Green (Unlocked) (Dual SIM),$250.50,https://www.ebay.com/itm/354812036207?epid=6055469537&hash=item529c72046f:g:0gYAAOSwWQtkcg9r&amdata=enc%3AAQAIAAAA4AbDthuq3cGQ%2Bl1IX0FkZkeSk86YWgPj0LQa3SWSNbQ929bt5aAQZRj4JgQsJn4PW9tTc1MF0rBL8icGIfFUKYoEIOEUqXIp3rngrSpIbM2iBOqdhLx1Xg1as6VOjgb1gP7Pgsuquwk2dp5HOVdAWLR%2BvtKUM8IcEYYFyr3HOGMzQcHCFMLDx3SBKIx2lwaITK5ty2SSpjAOQbfLVJiWSJVgjBzqhftbVm0nnTSB%2Ffi5T6I3VB4Jd%2BZwsDIskjFBMFz6BhVoALEZ%2BKsBDP2HA7nW81vAXloMqmfjbkUXbeXC%7Ctkp%3ABk9SR_D4kb2PYg
NEW! OnePlus 11 5G - 256GB/16GB Ram - Titan Black (Unlocked) (Dual SIM),$699.98,https://www.ebay.com/itm/165986477435?epid=2330539255&hash=item26a590a57b:g:88EAAOSw2jRkFIT3&amdata=enc%3AAQAIAAAA4IOe2F0Hfhp6kFfbvCrX6S2a4zi6qELryu7jVPP3cah2bGfsedx3PC9sTIpOZ3F9vvNnmE8tgkgyMSNqK9wewaw5c4cTS2ZRlBplrsCQo9omSX%2F3RS4Su6TdOndHuXjEyH%2B2Anc7J3V3ZCayWglANv%2BZSeoD9VxL4rBDuxK%2BxNDa9t9yeLZc1L6U22Q4e9u9y1laEPGZzUsoT3K2EEVPO8v7YODRtVMsmHOW4%2BtT7G6DhfDh%2F%2FSNVqvS9SgT5sEwuSD4ke3eVTjujcwyg3zdsXpfBxnoAuDYlq60tDZU6NR2%7Ctkp%3ABk9SR_D4kb2PYg
OnePlus 8 5G - IN2017 - 128GB - Black - (T-Mobile Sprint Unlocked) - C stock,$149.99,https://www.ebay.com/itm/175291106202?hash=item28d02a039a:g:dPwAAOSwF15jSDjA&amdata=enc%3AAQAIAAAAwGJtAkbi5blK9Wjl%2Ba0k%2BwsYuH0Mk7R88su2hTpWrjvmClKbRk3TMExl%2FHGxAvRDhh87uN4Zm%2B4ix9K6veegxwh9xpLz3JFEjSzB9mB6UN8hUn%2Ff%2F%2Bv1xeJKHrurGTUso9o%2FIXqIU3er2edlyeJPPNa%2BsAdZxdujmryiXSkjzZqIy7EAbo3B%2BpC97Q7FFbmNMiSwy0KCqN2uLRRlxG%2FKZd4G4hKC%2FnpZVW5wZjbGvFad7t21Udkl68YqJytoqm6aDg%3D%3D%7Ctkp%3ABk9SR_D4kb2PYg
OnePlus 10 Pro 5G NE2215 128GB Unlocked Volcanic Black Triple Camera Hasselblad.,$449.99,https://www.ebay.com/itm/166033319963?epid=9056651128&hash=item26a85b681b:g:QhIAAOSwAmpkC0wL&amdata=enc%3AAQAIAAAAwP54mOSAvb0A14OAGsalK%2FVGkbSN6x9QRK8aiSfkDMjHR1dwWPM3qwnYkXGuWhgvve2haG%2B9FUiJRWx3ivKWCeuVyAIgFsP9dvfmnEIsxLxB%2BJH2VZ6mxrTb9v8ddLOJABKrQCs3Wn1eO9m4ZybHb0ZknYVaeBWaFXtj4W0nhzW9UiBGnmVVFxwTe9QRVKKh88AqpLAXi6uuia0kkufQU1pSLyppkgSSxJb1dx38uaCyNirjvxzUQ2XjTH7aHn9dLg%3D%3D%7Ctkp%3ABk9SR_L4kb2PYg
New ListingOnePlus 6T - 128GB - Black (Unlocked) (Read Description) CC1130,$24.50,https://www.ebay.com/itm/285311680284?epid=4025562770&hash=item426de6bf1c:g:9FAAAOSwZb5keQFC&amdata=enc%3AAQAIAAAAwEcUjWBmbE31DLcAqHy7vbY3%2FlACvXTUbDQskp%2FWQIwnEaaE9wUs1w14kGoMoZJbd2dtMl%2BTCcz6ilMNwhtpwPlMSYU0MrQbVF%2BmiZ1E3fNUY0KXTy96ZP8%2FWZD4wYlVvLI9AgJXtK825iB3NuF8cqf4AdL8sffzC%2FZgwGLJ0SFrbxYHuaA%2BxJdyUKLfySQt14TSNDEU0IRyUEWb9M9cts9Lwoz2ubID7Ed3Afy27lfuNOQctN5XdeCM7PSSZSSPgg%3D%3D%7Ctkp%3ABk9SR_L4kb2PYg
"OnePlus Nord N20 5G GN2200 6.43"" FHD+ 128GB 64M( Metro PCS T-Mobile or Unlocked)",$149.99 to $179.99,https://www.ebay.com/itm/275821494454?epid=18057916871&hash=item40383e00b6:g:TK4AAOSwedBkSw5l&amdata=enc%3AAQAIAAAA4Fx1l0M7K01p6GyehOZmgBPlyCEuGtzpioXhDwne42592ajMvu8CmlM%2FUaWDvLd9lmOebn1Lz3bSJ9SBcEBNMgKKFc0WEbjoEFlJ5tRDmOPTipxIkLJaM7mbKwoIzFKqN0VbmGRnVIPDRId9r3xDtccso4jrU3lKnwuKYO1Sjh1hNn1S4pIyIqoDPkxZ9Mmqz0vIbJ3vx4HTgPgw01MpcMKJRRbnUMFb5pt3%2BingZ7zrX4eX7NTIxEZAe6cHyp%2FWfIGIcK2Ptk3fo2ovmJiu0PPjhY%2B4Ez56S2CIWw%2F0vS8k%7Ctkp%3ABFBM8viRvY9i
OnePlus 8 Pro Blue 256GB 12GB RAM(IN2025)Factory Unlocked Dual SIM 5G Smartphone,$210.00,https://www.ebay.com/itm/155441819564?epid=27037838915&hash=item24310defac:g:EvwAAOSwEylkBmxo&amdata=enc%3AAQAIAAAA4LhQQtMPQ15pvek1MvO9o%2FxVRGPf2U4JDOP%2BudR4ooCaR6r2uXmz5qBvaWHcxYqmbojKBW0M9HnIU7JpEp3m3ddHB467f%2FMSg%2FRWi79zq0CbmhF17d6PXeXjp3EycILSDy4RhmCgmTO7D%2BSUb%2BxpKMw93FwiGuyYX3V3R8xTOWDG0f%2FzUxjl9braKho%2F%2BSwv%2BQb0e9jGdkhB3Y5OCumj1CRygiHPlVGkJXedBtfRjb%2BNNTAJkWdKPQz%2B%2F7YO2IF2ZKhWTJXwChGyEu%2F1pv%2FDR53XkyQ7k%2FbMT7Z%2FEU2OXErP%7Ctkp%3ABFBM8viRvY9i
OnePlus 7T - 8GB+128GB Unlocked Frosted Silver As Is For Parts Grade DOA #P1128,$54.95,https://www.ebay.com/itm/354793828616?epid=28041852905&hash=item529b5c3108:g:XEEAAOSwwn9kZkEM&amdata=enc%3AAQAIAAAA4HJJXstZfGX0RS1HiMe9uqb1Q0Uta%2FYAo7%2B7BbFQuid6li1s%2BDCxN46suxws6YyMHi7uArYBduL8PE5FCWIsFMdu6B3cRfu%2FLxIp3L4W%2BwYL1ea9QDWAqDK58RvbdnmwI%2BJJmk6XSqYaFDlMdjQkh%2BxWlGld2S5CkyDs2YF1lElG1aSZDmpOVUiH49GN950Le2%2FqncI6hecY0Re3aqBOSaI87emPcDR1swyIKZaqPNkJaCUU%2B%2FktwrZOSJIPzZyWWpC9XcGBzh97yqDOoKwARNO%2BUVy%2F8p3M%2FexWcheb2BRj%7Ctkp%3ABFBM8viRvY9i
OnePlus 7 Pro - 256GB - Nebula Blue (8GB RAM) (Unlocked) (Single SIM) Smartphone,$84.95,https://www.ebay.com/itm/175741587165?epid=8031890572&hash=item28eb03cedd:g:VFUAAOSwWdVkWrDC&amdata=enc%3AAQAIAAAA4G4OzNWb9OCJdshFPsybJAVqoFSTX%2FeP%2FKTwOarWKoWh3avjMt0kqJ4kEabhSr04s6xMgipauGWxV8Ix4D%2F1OLCkeBpLI0CKEZC%2BcuZHn4J7omIRQjeYM9sqzXiOiZtCf4x3jRIAu7p8YGrWWjaFnHPSIYeLE0HI%2FtIbpCIbbqE%2BweO6IVg%2Fe8PQDqcDHmD7k59bx2BryN3wG9h0LnjYcd11AJhOVfNtq2rpaeZrQ7eARPbXWftBPoB57MuEr8rrvmQ3m6QrI38TpyI4VkCaEYd5o0diA1Ho4YZPdG0Gws7o%7Ctkp%3ABk9SR_L4kb2PYg
New ListingOnePlus 9 Pro 5G - 256GB - Silver (Unlocked) (Read Description) CC1125,$155.00,https://www.ebay.com/itm/285311672155?epid=20045664009&hash=item426de69f5b:g:-TgAAOSwiipkeP~i&amdata=enc%3AAQAIAAAA4PU9ywpzPLPnJ9VH05npqrgW3n5Kf4kVRJf8xklhJ1lVclllULfvHBDeFQer04AmoHnpcYa12v%2FoB3oLssicuiYR1l%2FtMkehlZobjYazceDiuAx5I977qFu%2Bf8S4StzkScieuS06QN09pn024cVTbG0XgifLbuDpa8Xf3NM669mSZKJCu2j6z36jzJMkOhcH0dtpYU7zz%2Bl28t%2Bi%2BGBstcFzXREgwPm0niW8rGNB9f3FDJP0jYADzh8bqU5FJQmUuwYldJLOXUtfJzyKK%2B8TqSKc9rW0u5Ob0dJVKMx4JgKp%7Ctkp%3ABk9SR_L4kb2PYg
OnePlus 8 Pro - 256GB - Ultramarine Blue (Unlocked) (Dual SIM),$170.00,https://www.ebay.com/itm/166111671703?epid=27037838915&hash=item26ad06f597:g:p1EAAOSwAdpkIeof&amdata=enc%3AAQAIAAAAwFS6ka6GSIIdGDvj%2BJQpQG6gQZ387dZwcqYQIPeipIOeX%2FJ%2B6BrwCaXbOYd3MvN%2FQpCb3hVeP9FHoQDM%2BE2IOZwMJKJDArFTIldgeNyQEqwM%2FU3r%2Bd8qcX%2Bcy%2BToLaoTuwxVl6JOtm2Jk0aj61aiku6GKB9NLXkY08zlxv9EsSmha6%2BpuuQ%2FRuVQ2%2BfdNmLsdB3EJg7ovnrRKDIkUmQwpPukliBp2arUxhFhRs%2F9KzaWX7aEwdK0Q2xKEfq7n1K%2BvA%3D%3D%7Ctkp%3ABk9SR_L4kb2PYg
